[NX Daemon Server] - 2024-12-02T06:18:14.470Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:18:14.477Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:18:14.486Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.492Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.523Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.533Z - [REQUEST]: Responding to the client. Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.536Z - Done responding to the client Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Handled FORCE_SHUTDOWN. Handling time: 1. Response time: 4.
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (sources)
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (outputs)
[NX Daemon Server] - 2024-12-02T06:22:19.252Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:22:19.264Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:22:19.269Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.272Z - Established a connection. Number of open connections: 2
[NX Daemon Server] - 2024-12-02T06:22:19.277Z - Closed a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.282Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.119Z - Time taken for 'loadNxPlugins' 762.2035999894142ms
[NX Daemon Server] - 2024-12-02T06:22:20.994Z - Time taken for 'build-project-configs' 799.1624000072479ms
[NX Daemon Server] - 2024-12-02T06:22:21.190Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T06:01:54.112Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.180Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.237Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.374Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:54.436Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:55.321Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:56.540Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:56.551Z - [WATCHER]: packages/core/admin/vite.config.mjs.timestamp-1733205716476-55a5d02aa8c0c.mjs was modified
[NX Daemon Server] - 2024-12-03T06:01:56.712Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-03T06:01:56.713Z - [REQUEST]: packages/core/admin/vite.config.mjs.timestamp-1733205716476-55a5d02aa8c0c.mjs
[NX Daemon Server] - 2024-12-03T06:01:56.713Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-03T06:01:56.797Z - Time taken for 'hash changed files from watcher' 32.638999938964844ms
[NX Daemon Server] - 2024-12-03T06:01:56.915Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:57.296Z - Time taken for 'build-project-configs' 269.44200003147125ms
[NX Daemon Server] - 2024-12-03T06:01:57.650Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T06:01:57.654Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-03T06:01:57.655Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-03T06:01:57.655Z - Time taken for 'total execution time for createProjectGraph()' 394.8501000404358ms
[NX Daemon Server] - 2024-12-03T06:01:57.836Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:58.604Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:01:58.750Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:58.750Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:01:58.750Z - Handled RECORD_OUTPUTS_HASH. Handling time: 24. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:02:04.579Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:05.362Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:05.426Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:05.579Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:05.580Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:05.580Z - Handled RECORD_OUTPUTS_HASH. Handling time: 5. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:02:06.842Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:16.223Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:17.270Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:17.370Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:17.597Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:17.597Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:17.597Z - Handled RECORD_OUTPUTS_HASH. Handling time: 10. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:02:20.889Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:20.892Z - [WATCHER]: packages/core/admin/vite.config.mjs.timestamp-1733205716476-55a5d02aa8c0c.mjs was deleted
[NX Daemon Server] - 2024-12-03T06:02:21.124Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-03T06:02:21.124Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-03T06:02:21.124Z - [REQUEST]: packages/core/admin/vite.config.mjs.timestamp-1733205716476-55a5d02aa8c0c.mjs
[NX Daemon Server] - 2024-12-03T06:02:21.186Z - Time taken for 'hash changed files from watcher' 15.754799962043762ms
[NX Daemon Server] - 2024-12-03T06:02:21.448Z - Time taken for 'build-project-configs' 179.40849995613098ms
[NX Daemon Server] - 2024-12-03T06:02:21.755Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T06:02:21.760Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-03T06:02:21.760Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-03T06:02:21.763Z - Time taken for 'total execution time for createProjectGraph()' 249.7157999277115ms
[NX Daemon Server] - 2024-12-03T06:02:22.865Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:22.870Z - [WATCHER]: .github/actions/check-pr-status/dist/index.js was modified
[NX Daemon Server] - 2024-12-03T06:02:23.056Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:23.056Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:23.056Z - Handled RECORD_OUTPUTS_HASH. Handling time: 23. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:02:23.297Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-03T06:02:23.297Z - [REQUEST]: .github/actions/check-pr-status/dist/index.js
[NX Daemon Server] - 2024-12-03T06:02:23.297Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-03T06:02:23.366Z - Time taken for 'hash changed files from watcher' 15.858000040054321ms
[NX Daemon Server] - 2024-12-03T06:02:23.618Z - Time taken for 'build-project-configs' 196.1444000005722ms
[NX Daemon Server] - 2024-12-03T06:02:23.894Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T06:02:23.899Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-03T06:02:23.900Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-03T06:02:23.900Z - Time taken for 'total execution time for createProjectGraph()' 201.3743999004364ms
[NX Daemon Server] - 2024-12-03T06:02:26.591Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:33.103Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:35.841Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:37.377Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:37.808Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:38.735Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:38.735Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:38.735Z - Handled RECORD_OUTPUTS_HASH. Handling time: 13. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:02:42.294Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:43.280Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:43.343Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:43.555Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:43.555Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:43.556Z - Handled RECORD_OUTPUTS_HASH. Handling time: 14. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:02:45.665Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:51.743Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:52.260Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:02:52.427Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:52.428Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:02:52.428Z - Handled RECORD_OUTPUTS_HASH. Handling time: 5. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:03:24.446Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.522Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.564Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.640Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.711Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.749Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.820Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.913Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:24.975Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:25.047Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:25.125Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:25.170Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:26.725Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:26.825Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:26.939Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.067Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.128Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.271Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.418Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.419Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.560Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.661Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.710Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.794Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.860Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.914Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:27.986Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.049Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.102Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.178Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.256Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.290Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.365Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.438Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.493Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:28.570Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:30.903Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:30.973Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.073Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.167Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.211Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.327Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.396Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.459Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.517Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.572Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.641Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.688Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.738Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.823Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.876Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.934Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:31.997Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:32.063Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:32.227Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:32.307Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:32.405Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:33.286Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:03:33.286Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:03:33.286Z - Handled RECORD_OUTPUTS_HASH. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:03:41.663Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:41.717Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:41.836Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:41.985Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:42.134Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:42.222Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.172Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.277Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.373Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.507Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.611Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:48.681Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.051Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.223Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.357Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.414Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.566Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.733Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.734Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.890Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:51.974Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:53.291Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:53.377Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:53.437Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:53.639Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:54.777Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:55.384Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:55.588Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:03:55.588Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:03:55.588Z - Handled RECORD_OUTPUTS_HASH. Handling time: 21. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:03:57.599Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:57.686Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:57.751Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:57.827Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:57.876Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:57.971Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.042Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.111Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.175Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.340Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.495Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:03:58.605Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:00.542Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:02.085Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:02.336Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:02.336Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:02.336Z - Handled RECORD_OUTPUTS_HASH. Handling time: 31. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:04:07.863Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.538Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.675Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.720Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.795Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.841Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.901Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:12.950Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.076Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.164Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.350Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.511Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.563Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.680Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.925Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:13.997Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.303Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.427Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.499Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.641Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.693Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.790Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.879Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:14.976Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.059Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.095Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.208Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.304Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.378Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.517Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.640Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.716Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.783Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.847Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.899Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:15.997Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.054Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.400Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.478Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.561Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.680Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.680Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.738Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.801Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.860Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:16.982Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:17.138Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:17.704Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:17.996Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:18.070Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:18.116Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:18.194Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:18.244Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:19.329Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:19.527Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:20.294Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:20.451Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:20.687Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:20.687Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:20.688Z - Handled RECORD_OUTPUTS_HASH. Handling time: 21. Response time: 1.
[NX Daemon Server] - 2024-12-03T06:04:21.023Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-03T06:04:21.402Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:21.402Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-03T06:04:21.402Z - Handled RECORD_OUTPUTS_HASH. Handling time: 30. Response time: 0.
[NX Daemon Server] - 2024-12-03T06:04:23.502Z - [WATCHER]: Processing file changes in outputs
